Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Team_name,Seed,Col_10,multi_event_points,Col_12,Col_13,Col_14,Col_15,Col_16,Event_sex,Event_name,Seed_numeric,is_lower_better,Rank,score
1,5,Johnny,BRACKINS,SR,1124.0,USC,USC,49.04,,49.04,,Prelims,track,8,m,Men,400 M Hurdles,49.04,True,6.0,3.0
3,9,Jason,PARRISH,SO,1220.0,Wichita State,WICH,49.17,,49.17,,Prelims,track,8,m,Men,400 M Hurdles,49.17,True,7.0,2.0
1,6,Xzaviah,TAYLOR,SO,654.0,N. Carolina A&T,NCAT,49.18,,49.18,,Prelims,track,8,m,Men,400 M Hurdles,49.18,True,8.0,1.0
3,6,Noah,LANGFORD,SR,407.0,Howard,HOW,49.50,,49.50,,Prelims,track,8,m,Men,400 M Hurdles,49.5,True,9.0,0.0
3,8,Ryan,MATULONIS,SO,812.0,Penn,PENN,49.54,,49.54,,Prelims,track,8,m,Men,400 M Hurdles,49.54,True,10.0,0.0
2,4,Bryce,MCCRAY,SR,1043.0,Texas A&M,TAMU,49.56,,49.56,,Prelims,track,8,m,Men,400 M Hurdles,49.56,True,11.0,0.0
2,8,Hugo,MENIN,SO,1158.0,UTSA,UTSA,49.61,,49.61,,Prelims,track,8,m,Men,400 M Hurdles,49.61,True,12.0,0.0
1,3,Mario,PAUL,JR,1075.0,Texas Tech,TTU,49.66,,49.66,,Prelims,track,8,m,Men,400 M Hurdles,49.66,True,13.0,0.0
2,5,Jarrett,GENTLES,SR,242.0,Coppin State,COPP,49.78,,49.78,,Prelims,track,8,m,Men,400 M Hurdles,49.78,True,14.0,0.0
1,9,Jayden,DOUGLAS,SO,960.0,TCU,TCU,49.81,,49.81,,Prelims,track,8,m,Men,400 M Hurdles,49.81,True,15.0,0.0
3,2,Harry,BARTON,SR,983.0,Tennessee,TENN,49.87,,49.87,,Prelims,track,8,m,Men,400 M Hurdles,49.87,True,16.0,0.0
1,4,Ja-Van,POOLE,SR,728.0,Oakland,OAKL,49.87,,49.87,,Prelims,track,8,m,Men,400 M Hurdles,49.87,True,16.0,0.0
2,3,Marcus,JOHNSON,SR,162.0,Binghamton,BING,49.93,,49.93,,Prelims,track,8,m,Men,400 M Hurdles,49.93,True,18.0,0.0
3,4,Alex,SHERMAN,SR,1185.0,Virginia,UVA,49.98,,49.98,,Prelims,track,8,m,Men,400 M Hurdles,49.98,True,19.0,0.0
1,8,Bryce,TUCKER,SO,868.0,Rutgers,RUTG,50.00,,50.00,,Prelims,track,8,m,Men,400 M Hurdles,50.0,True,20.0,0.0
3,3,Tamaal,MYERS II,JR,1105.0,UCLA,UCLA,50.01,,50.01,,Prelims,track,8,m,Men,400 M Hurdles,50.01,True,21.0,0.0
2,2,Cameron,WILMINGTON,SR,368.0,Grand Canyon,GCU,50.04,,50.04,,Prelims,track,8,m,Men,400 M Hurdles,50.04,True,22.0,0.0
1,2,Alex,SADIKOV,SO,813.0,Penn,PENN,50.21,,50.21,,Prelims,track,8,m,Men,400 M Hurdles,50.21,True,23.0,0.0
2,9,Isaiah,TAYLOR,SO,653.0,N. Carolina A&T,NCAT,50.25,,50.25,,Prelims,track,8,m,Men,400 M Hurdles,50.25,True,24.0,0.0
2,6,,SOUTH FLORIDA,,,,USF,38.05,,,,Prelims,track,1,m,Men,4x100 M Relay,38.05,True,1.0,10.0
1,6,,TENNESSEE,,,,TENN,38.20,,,,Prelims,track,1,m,Men,4x100 M Relay,38.2,True,2.0,8.0
3,5,,AUBURN,,,,AUB,38.39,,,,Prelims,track,1,m,Men,4x100 M Relay,38.39,True,3.0,6.0
1,7,,USC,,,,USC,38.41,,,,Prelims,track,1,m,Men,4x100 M Relay,38.41,True,4.0,5.0
3,7,,LSU,,,,LSU,38.43,,,,Prelims,track,1,m,Men,4x100 M Relay,38.43,True,5.0,3.5
2,4,,KENTUCKY,,,,UK,38.43,,,,Prelims,track,1,m,Men,4x100 M Relay,38.43,True,5.0,3.5
2,7,,MINNESOTA,,,,MINN,38.54,,,,Prelims,track,1,m,Men,4x100 M Relay,38.54,True,7.0,2.0
3,6,,TEXAS,,,,TEX,38.57,,,,Prelims,track,1,m,Men,4x100 M Relay,38.57,True,8.0,1.0
2,5,,ARKANSAS,,,,ARK,38.60,,,,Prelims,track,1,m,Men,4x100 M Relay,38.6,True,9.0,0.0
1,8,,FLORIDA STATE,,,,FSU,38.81,,,,Prelims,track,1,m,Men,4x100 M Relay,38.81,True,10.0,0.0
3,3,,GEORGIA,,,,UGA,38.88,,,,Prelims,track,1,m,Men,4x100 M Relay,38.88,True,11.0,0.0
1,2,,ARIZONA,,,,ARIZ,38.89,,,,Prelims,track,1,m,Men,4x100 M Relay,38.89,True,12.0,0.0
1,3,,FLORIDA,,,,UF,38.94,,,,Prelims,track,1,m,Men,4x100 M Relay,38.94,True,13.0,0.0
1,9,,N. CAROLINA A&T,,,,NCAT,38.96,,,,Prelims,track,1,m,Men,4x100 M Relay,38.96,True,14.0,0.0
3,4,,TEXAS A&M,,,,TAMU,38.96,,,,Prelims,track,1,m,Men,4x100 M Relay,38.96,True,14.0,0.0
1,5,,ARKANSAS-PINE BLUFF,,,,UAPB,38.98,,,,Prelims,track,1,m,Men,4x100 M Relay,38.98,True,16.0,0.0
2,3,,WASHINGTON STATE,,,,WAST,39.09,,,,Prelims,track,1,m,Men,4x100 M Relay,39.09,True,17.0,0.0
2,8,,OLE MISS,,,,MISS,39.11,,,,Prelims,track,1,m,Men,4x100 M Relay,39.11,True,18.0,0.0
3,9,,PITTSBURGH,,,,PITT,39.12,,,,Prelims,track,1,m,Men,4x100 M Relay,39.12,True,19.0,0.0
3,8,,UTAH VALLEY,,,,UVU,39.13,,,,Prelims,track,1,m,Men,4x100 M Relay,39.13,True,20.0,0.0
2,2,,OHIO STATE,,,,OHST,39.21,,,,Prelims,track,1,m,Men,4x100 M Relay,39.21,True,21.0,0.0
1,4,,CAL ST. FULLERTON,,,,CSUF,39.22,,,,Prelims,track,1,m,Men,4x100 M Relay,39.22,True,22.0,0.0
2,9,,SAM HOUSTON,,,,SHSU,39.31,,,,Prelims,track,1,m,Men,4x100 M Relay,39.31,True,23.0,0.0
3,2,,TCU,,,,TCU,39.44,,,,Prelims,track,1,m,Men,4x100 M Relay,39.44,True,24.0,0.0
3,6,,FLORIDA,,,,UF,3:01.52,,,,Prelims,track,11,m,Men,4x400 M Relay,181.52,True,1.0,9.0
2,6,,SOUTH FLORIDA,,,,USF,3:01.52,,,,Prelims,track,11,m,Men,4x400 M Relay,181.52,True,1.0,9.0
1,6,,ARKANSAS,,,,ARK,3:01.82,,,,Prelims,track,11,m,Men,4x400 M Relay,181.82,True,3.0,6.0
2,7,,ARIZONA STATE,,,,AZST,3:01.85,,,,Prelims,track,11,m,Men,4x400 M Relay,181.85,True,4.0,5.0
1,7,,GEORGIA,,,,UGA,3:02.06,,,,Prelims,track,11,m,Men,4x400 M Relay,182.06,True,5.0,4.0
3,7,,TEXAS A&M,,,,TAMU,3:02.15,,,,Prelims,track,11,m,Men,4x400 M Relay,182.15,True,6.0,3.0
2,5,,USC,,,,USC,3:02.18,,,,Prelims,track,11,m,Men,4x400 M Relay,182.18,True,7.0,2.0
1,4,,TEXAS TECH,,,,TTU,3:02.37,,,,Prelims,track,11,m,Men,4x400 M Relay,182.37,True,8.0,1.0
2,3,,TEXAS,,,,TEX,3:02.55,,,,Prelims,track,11,m,Men,4x400 M Relay,182.55,True,9.0,0.0
1,5,,PRINCETON,,,,PRIN,3:02.62,,,,Prelims,track,11,m,Men,4x400 M Relay,182.62,True,10.0,0.0
3,5,,ALABAMA,,,,BAMA,3:02.78,,,,Prelims,track,11,m,Men,4x400 M Relay,182.78,True,11.0,0.0
3,9,,BYU,,,,BYU,3:03.05,,,,Prelims,track,11,m,Men,4x400 M Relay,183.05,True,12.0,0.0
1,3,,N. CAROLINA A&T,,,,NCAT,3:03.10,,,,Prelims,track,11,m,Men,4x400 M Relay,183.1,True,13.0,0.0
2,4,,OHIO STATE,,,,OHST,3:03.42,,,,Prelims,track,11,m,Men,4x400 M Relay,183.42,True,14.0,0.0
3,8,,HOUSTON,,,,UH,3:03.49,,,,Prelims,track,11,m,Men,4x400 M Relay,183.49,True,15.0,0.0
2,8,,PENN STATE,,,,PSU,3:03.56,,,,Prelims,track,11,m,Men,4x400 M Relay,183.56,True,16.0,0.0
3,4,,LSU,,,,LSU,3:03.73,,,,Prelims,track,11,m,Men,4x400 M Relay,183.73,True,17.0,0.0
3,3,,HOWARD,,,,HOW,3:03.88,,,,Prelims,track,11,m,Men,4x400 M Relay,183.88,True,18.0,0.0
1,8,,IOWA,,,,IOWA,3:03.88,,,,Prelims,track,11,m,Men,4x400 M Relay,183.88,True,18.0,0.0
2,2,,NAVY,,,,NAVY,3:04.05,,,,Prelims,track,11,m,Men,4x400 M Relay,184.05,True,20.0,0.0
3,2,,TCU,,,,TCU,3:04.12,,,,Prelims,track,11,m,Men,4x400 M Relay,184.12,True,21.0,0.0
1,9,,DUKE,,,,DUKE,3:04.47,,,,Prelims,track,11,m,Men,4x400 M Relay,184.47,True,22.0,0.0
2,9,,BAYLOR,,,,BAY,3:05.33,,,,Prelims,track,11,m,Men,4x400 M Relay,185.33,True,23.0,0.0
1,2,,WICHITA STATE,,,,WICH,3:06.38,,,,Prelims,track,11,m,Men,4x400 M Relay,186.38,True,24.0,0.0
1,15,Habtom,SAMUEL,SO,699.0,New Mexico,UNM,13:05.87,,13:05.87,,Final,track,43,m,Men,5000 M,785.87,True,1.0,10.0
1,5,Ishmael,KIPKURUI,FR,697.0,New Mexico,UNM,13:09.24,,13:09.24,,Final,track,43,m,Men,5000 M,789.24,True,2.0,8.0
1,13,Valentin,SOCA,JR,205.0,CBU,CBU,13:13.10,,13:13.10,,Final,track,43,m,Men,5000 M,793.1,True,3.0,6.0
1,21,Drew,BOSLEY,SR,705.0,Northern Arizona,NAU,13:17.06,,13:17.06,,Final,track,43,m,Men,5000 M,797.06,True,4.0,5.0
1,18,Rocky,HANSEN,SO,1188.0,Wake Forest,WAKE,13:22.06,,13:22.06,,Final,track,43,m,Men,5000 M,802.06,True,5.0,4.0
1,23,Matt,STRANGIO,SR,835.0,Portland,PORT,13:24.14,,13:24.14,,Final,track,43,m,Men,5000 M,804.14,True,6.0,3.0
1,2,Robin Kwemoi,BERA,FR,417.0,Iowa State,IAST,13:26.71,,13:26.71,,Final,track,43,m,Men,5000 M,806.71,True,7.0,2.0
1,3,Toby,GILLEN,SR,776.0,Ole Miss,MISS,13:26.92,,13:26.92,,Final,track,43,m,Men,5000 M,806.92,True,8.0,1.0
1,17,Marco,LANGON,JR,1174.0,Villanova,NOVA,13:27.21,,13:27.21,,Final,track,43,m,Men,5000 M,807.21,True,9.0,0.0
1,4,Jacob,WHITE,JR,1234.0,Wyoming,WYO,13:27.32,,13:27.32,,Final,track,43,m,Men,5000 M,807.32,True,10.0,0.0
1,6,Ernest,CHERUIYOT,SO,1068.0,Texas Tech,TTU,13:27.89,,13:27.89,,Final,track,43,m,Men,5000 M,807.89,True,11.0,0.0
1,12,Fouad,MESSAOUDI,SR,754.0,Oklahoma State,OKST,13:28.17,,13:28.17,,Final,track,43,m,Men,5000 M,808.17,True,12.0,0.0
1,9,Luke,TEWALT,SR,1191.0,Wake Forest,WAKE,13:28.18,,13:28.18,,Final,track,43,m,Men,5000 M,808.18,True,13.0,0.0
1,11,David,MULLARKEY,SR,707.0,Northern Arizona,NAU,13:29.55,,13:29.55,,Final,track,43,m,Men,5000 M,809.55,True,14.0,0.0
1,14,Matthew,FORRESTER,JR,171.0,Butler,BUTL,13:30.40,,13:30.40,,Final,track,43,m,Men,5000 M,810.4,True,15.0,0.0
1,19,Ethan,STRAND,JR,717.0,North Carolina,UNC,13:31.13,,13:31.13,,Final,track,43,m,Men,5000 M,811.13,True,16.0,0.0
1,10,Colton,SANDS,SR,716.0,North Carolina,UNC,13:31.62,,13:31.62,,Final,track,43,m,Men,5000 M,811.62,True,17.0,0.0
1,20,Brian,MUSAU,SO,755.0,Oklahoma State,OKST,13:32.05,,13:13.29,,Final,track,43,m,Men,5000 M,812.05,True,18.0,0.0
1,16,Justin,WACHTEL,JR,1186.0,Virginia,UVA,13:34.44,,13:34.44,,Final,track,43,m,Men,5000 M,814.44,True,19.0,0.0
1,8,Luke,GRUNDVIG,JR,185.0,BYU,BYU,13:34.63,,13:34.63,,Final,track,43,m,Men,5000 M,814.63,True,20.0,0.0
1,1,Kidus,MISGINA,SR,781.0,Ole Miss,MISS,13:37.29,,13:37.29,,Final,track,43,m,Men,5000 M,817.29,True,21.0,0.0
1,22,Will,DALEY,JR,1182.0,Virginia,UVA,13:39.11,,13:39.11,,Final,track,43,m,Men,5000 M,819.11,True,22.0,0.0
1,7,JoJo,JOURDON,FR,1189.0,Wake Forest,WAKE,,,,,Final,track,43,m,Men,5000 M,,True,23.0,0.0
1,24,Hunter,CHRISTOPHER,SR,1235.0,Youngstown St.,YSU,,,,,Final,track,43,m,Men,5000 M,,True,23.0,0.0
3,5,Christian,JACKSON,JR,1166.0,Virginia Tech,VT,1:44.83,,1:44.83,,Prelims,track,7,m,Men,800 M,104.83,True,1.0,10.0
1,4,Tinoda,MATSATSA,SO,332.0,Georgetown,GTWN,1:45.04,,1:45.04,,Prelims,track,7,m,Men,800 M,105.03999999999999,True,2.0,8.0
3,7,Brian,KWEYEI,SO,231.0,Clemson,CLEM,1:45.09,,1:45.09,,Prelims,track,7,m,Men,800 M,105.09,True,3.0,6.0
3,3,Handal,ROBAN,JR,824.0,Penn State,PSU,1:45.16,,1:45.16,,Prelims,track,7,m,Men,800 M,105.16,True,4.0,5.0
2,6,Sam,WHITMARSH,SR,1048.0,Texas A&M,TAMU,1:45.35,,1:44.46,,Prelims,track,7,m,Men,800 M,105.35,True,5.0,4.0
2,7,Abdullahi,HASSAN,SR,621.0,Miss State,MSST,1:45.39,,1:45.39,,Prelims,track,7,m,Men,800 M,105.39,True,6.0,3.0
2,5,Rynard,SWANEPOEL,SR,1190.0,Wake Forest,WAKE,1:45.42,,1:45.28,,Prelims,track,7,m,Men,800 M,105.42,True,7.0,2.0
2,4,Aidan,MCCARTHY,JR,196.0,Cal Poly,POLY,1:45.53,,1:45.53,,Prelims,track,7,m,Men,800 M,105.53,True,8.0,1.0
3,6,Rivaldo,MARSHALL,SR,85.0,Arkansas,ARK,1:45.59,,1:45.59,,Prelims,track,7,m,Men,800 M,105.59,True,9.0,0.0
2,3,Lloyd,FRILOT,SR,965.0,TCU,TCU,1:45.79,,1:45.79,,Prelims,track,7,m,Men,800 M,105.78999999999999,True,10.0,0.0
1,5,Tyrice,TAYLOR,JR,91.0,Arkansas,ARK,1:45.81,,1:45.81,,Prelims,track,7,m,Men,800 M,105.81,True,11.0,0.0
2,8,Nicholas,PLANT,JR,1167.0,Virginia Tech,VT,1:45.90,,1:45.90,,Prelims,track,7,m,Men,800 M,105.9,True,12.0,0.0
3,4,Kyle,REINHEIMER,SR,1210.0,Washington,WASH,1:46.09,,1:46.09,,Prelims,track,7,m,Men,800 M,106.09,True,13.0,0.0
1,2,Samuel,NAVARRO,SR,623.0,Miss State,MSST,1:46.47,,1:46.47,,Prelims,track,7,m,Men,800 M,106.47,True,14.0,0.0
2,2,Patrick,TUOHY,SR,672.0,NC State,NCSU,1:46.60,,1:46.60,,Prelims,track,7,m,Men,800 M,106.6,True,15.0,0.0
3,2,Dugion,BLACKMAN,SR,418.0,Iowa State,IAST,1:46.60,,1:46.60,,Prelims,track,7,m,Men,800 M,106.6,True,15.0,0.0
3,9,Kirk,DAWKINS,JR,279.0,Florida A&M,FAMU,1:46.62,,1:46.62,,Prelims,track,7,m,Men,800 M,106.62,True,17.0,0.0
1,9,Yared,KIDANE,JR,1218.0,Wichita State,WICH,1:46.73,,1:46.73,,Prelims,track,7,m,Men,800 M,106.72999999999999,True,18.0,0.0
1,6,Samuel,RODMAN,SR,848.0,Princeton,PRIN,1:46.85,,1:46.85,,Prelims,track,7,m,Men,800 M,106.85,True,19.0,0.0
1,3,Matthew,ERICKSON,SR,806.0,Oregon,UO,1:46.99,,1:46.84,,Prelims,track,7,m,Men,800 M,106.99000000000001,True,20.0,0.0
1,7,Koitatoi,KIDALI,FR,807.0,Oregon,UO,1:47.12,,1:47.12,,Prelims,track,7,m,Men,800 M,107.12,True,21.0,0.0
1,8,Allon,CLAY,JR,818.0,Penn State,PSU,1:47.29,,1:47.29,,Prelims,track,7,m,Men,800 M,107.28999999999999,True,22.0,0.0
2,9,Andrew,CASEY,SO,1225.0,Wisconsin,WISC,1:47.30,,1:47.30,,Prelims,track,7,m,Men,800 M,107.3,True,23.0,0.0
3,8,Patrick,HILBY,FR,1226.0,Wisconsin,WISC,1:47.30,,1:47.30,,Prelims,track,7,m,Men,800 M,107.3,True,23.0,0.0
3,2,Till,STEINFORTH,JR,683.0,Nebraska,NEB,8265,10.65,8265,10.65,Finals,track,63,m,Men,Decathlon,8265.0,False,1.0,10.0
3,5,Peyton,BAIR,JR,620.0,Miss State,MSST,8111,10.35,8131,10.30,Finals,track,63,m,Men,Decathlon,8111.0,False,2.0,8.0
1,5,Brad,THOMAS,SR,1084.0,UC Santa Barbara,UCSB,8108,10.70,8108,10.70,Finals,track,63,m,Men,Decathlon,8108.0,False,3.0,6.0
1,3,Jaden,ROSKELLEY,SO,191.0,BYU,BYU,8000,10.74,8000,10.74,Finals,track,63,m,Men,Decathlon,8000.0,False,4.0,5.0
2,6,Paul,KALLENBERG,JR,545.0,Louisville,LOU,7944,10.96,7944,10.96,Finals,track,63,m,Men,Decathlon,7944.0,False,5.0,4.0
2,9,Marcus,WEAVER,SR,96.0,Arkansas,ARK,7940,11.17,7940,11.17,Finals,track,63,m,Men,Decathlon,7940.0,False,6.0,3.0
3,8,Ryan,GREGORY,SO,532.0,Long Beach St.,LBST,7898,10.63,7898,10.63,Finals,track,63,m,Men,Decathlon,7898.0,False,7.0,2.0
2,5,Abraham,VOGELSANG,FR,471.0,Iowa,IOWA,7874,10.86,7874,10.86,Finals,track,63,m,Men,Decathlon,7874.0,False,8.0,1.0
3,6,Ben,BARTON,JR,182.0,BYU,BYU,7865,10.51,7865,10.48,Finals,track,63,m,Men,Decathlon,7865.0,False,9.0,0.0
3,3,Maxwell,FORTE,JR,266.0,Duke,DUKE,7853,10.60,7853,10.60,Finals,track,63,m,Men,Decathlon,7853.0,False,10.0,0.0
1,9,Kenneth,BYRD,FR,544.0,Louisville,LOU,7849,10.85,7849,10.85,Finals,track,63,m,Men,Decathlon,7849.0,False,11.0,0.0
3,7,Grant,LEVESQUE,SR,390.0,Houston,UH,7848,10.59,7903,10.59,Finals,track,63,m,Men,Decathlon,7848.0,False,12.0,0.0
1,4,Joshua,MOONEY,SO,239.0,Connecticut,CONN,7810,10.73,7810,10.73,Finals,track,63,m,Men,Decathlon,7810.0,False,13.0,0.0
2,8,Emil,UHLIN,JR,527.0,Kansas State,KSST,7788,11.13,7788,11.10,Finals,track,63,m,Men,Decathlon,7788.0,False,14.0,0.0
2,4,Alexander,JUNG,SR,483.0,Kansas,KU,7738,10.96,7738,10.96,Finals,track,63,m,Men,Decathlon,7738.0,False,15.0,0.0
2,3,Andreas,HANTSON,SO,855.0,Purdue,PURD,7686,11.05,7686,11.05,Finals,track,63,m,Men,Decathlon,7686.0,False,16.0,0.0
1,7,Colby,EDDOWES,JR,61.0,Arkansas State,ARST,7681,10.73,7681,10.70,Finals,track,63,m,Men,Decathlon,7681.0,False,17.0,0.0
1,6,Landon,HELMS,JR,165.0,Boise State,BOIS,7673,10.73,7673,10.73,Finals,track,63,m,Men,Decathlon,7673.0,False,18.0,0.0
1,8,Brayden,RICHARDS,FR,10.0,Air Force,AFA,7659,10.76,7659,10.76,Finals,track,63,m,Men,Decathlon,7659.0,False,19.0,0.0
1,2,Diarmuid,O'CONNOR,JR,241.0,Connecticut,CONN,7658,10.80,7658,10.80,Finals,track,63,m,Men,Decathlon,7658.0,False,20.0,0.0
2,2,Nick,BIANCO,SR,235.0,Colorado,COLO,7655,11.10,7655,11.10,Finals,track,63,m,Men,Decathlon,7655.0,False,21.0,0.0
3,4,Edgar,CAMPRE,JR,583.0,Miami (Fla.),MIAF,7646,10.56,8042,10.56,Finals,track,63,m,Men,Decathlon,7646.0,False,22.0,0.0
3,9,Tayton,KLEIN,JR,484.0,Kansas,KU,7629,10.70,7629,10.64,Finals,track,63,m,Men,Decathlon,7629.0,False,23.0,0.0
2,7,Cole,WILSON,JR,386.0,High Point,HPU,7609,10.96,7609,10.84,Finals,track,63,m,Men,Decathlon,7609.0,False,24.0,0.0
2,3,Mykolas,ALEKNA,JR,202.0,California,CAL,75.56m,247-11,75.56m,247-11,Finals,field,45,m,Men,Discus,75.56,False,1.0,10.0
2,9,Ralford,MULLINGS,JR,766.0,Oklahoma,OU,69.13m,226-9,69.13m,226-9,Finals,field,45,m,Men,Discus,69.13,False,2.0,8.0
1,3,Trevor,GUNZELL,JR,31.0,Alabama,BAMA,63.88m,209-7,63.88m,209-7,Finals,field,45,m,Men,Discus,63.88,False,3.0,6.0
2,2,Dimitrios,PAVLIDIS,SR,485.0,Kansas,KU,63.86m,209-6,64.90m,212-11,Finals,field,45,m,Men,Discus,63.86,False,4.0,5.0
2,12,Vincent,UGWOKE,SR,921.0,South Florida,USF,63.72m,209-1,63.72m,209-1,Finals,field,45,m,Men,Discus,63.72,False,5.0,4.0
1,9,Texas,TANNER,JR,11.0,Air Force,AFA,63.59m,208-7,63.59m,208-7,Finals,field,45,m,Men,Discus,63.59,False,6.0,3.0
2,10,Casey,HELM,JR,844.0,Princeton,PRIN,63.37m,207-11,63.37m,207-11,Finals,field,45,m,Men,Discus,63.37,False,7.0,2.0
2,1,Uladzislau,PUCHKO,SO,1168.0,Virginia Tech,VT,63.15m,207-2,63.15m,207-2,Finals,field,45,m,Men,Discus,63.15,False,8.0,1.0
1,12,Racquil,BRODERICK,SO,1125.0,USC,USC,63.09m,207-0,63.09m,207-0,Finals,field,45,m,Men,Discus,63.09,False,9.0,0.0
1,2,Jacob,LEMMON,SR,315.0,Florida,UF,61.80m,202-9,61.80m,202-9,Finals,field,45,m,Men,Discus,61.8,False,10.0,0.0
2,8,Christopher,YOUNG,JR,39.0,Alabama,BAMA,61.36m,201-4,61.36m,201-4,Finals,field,45,m,Men,Discus,61.36,False,11.0,0.0
2,7,Aron,ALVAREZ ARANDA,SO,982.0,Tennessee,TENN,61.14m,200-7,61.14m,200-7,Finals,field,45,m,Men,Discus,61.14,False,12.0,0.0
2,5,Seth,ALLEN,JR,120.0,Auburn,AUB,60.95m,199-11,60.95m,199-11,Finals,field,45,m,Men,Discus,60.95,False,13.0,0.0
2,11,Michael,PINCKNEY,JR,1106.0,UCLA,UCLA,60.88m,199-9,60.88m,199-9,Finals,field,45,m,Men,Discus,60.88,False,14.0,0.0
1,1,Christopher,CRAWFORD,JR,27.0,Alabama,BAMA,60.06m,197-0,60.06m,197-0,Finals,field,45,m,Men,Discus,60.06,False,15.0,0.0
1,5,Youssef,KOUDSSI,SR,53.0,Arizona,ARIZ,59.71m,195-10,59.73m,195-11,Finals,field,45,m,Men,Discus,59.71,False,16.0,0.0
2,4,Oscar,RODRIGUEZ,SR,1076.0,Texas Tech,TTU,59.62m,195-7,59.62m,195-7,Finals,field,45,m,Men,Discus,59.62,False,17.0,0.0
2,6,Maxwell,OTTERDAHL,SR,680.0,Nebraska,NEB,59.61m,195-7,59.61m,195-7,Finals,field,45,m,Men,Discus,59.61,False,18.0,0.0
1,7,Iosif,PAPA,JR,1109.0,UMBC,UMBC,59.12m,193-11,59.12m,193-11,Finals,field,45,m,Men,Discus,59.12,False,19.0,0.0
1,6,Aidan,ELBETTAR,SR,805.0,Oregon,UO,59.11m,193-11,60.44m,198-3,Finals,field,45,m,Men,Discus,59.11,False,20.0,0.0
1,4,Desmond,COLEMAN,JR,584.0,Miami (Fla.),MIAF,59.07m,193-9,60.53m,198-7,Finals,field,45,m,Men,Discus,59.07,False,21.0,0.0
1,10,Skylar,COFFEY,SR,629.0,Missouri,MIZZ,58.93m,193-4,58.93m,193-4,Finals,field,45,m,Men,Discus,58.93,False,22.0,0.0
1,11,Paden,LEWIS,SR,886.0,SE Missouri,SEMO,58.89m,193-2,58.89m,193-2,Finals,field,45,m,Men,Discus,58.89,False,23.0,0.0
1,8,Tanner,WATSON,SR,746.0,Ohio State,OHST,57.57m,188-10,58.22m,191-0,Finals,field,45,m,Men,Discus,57.57,False,24.0,0.0
2,8,Angelos,MANTZOURANIS,SO,613.0,Minnesota,MINN,78.61m,257-11,78.61m,257-11,Finals,field,12,m,Men,Hammer,78.61,False,1.0,10.0
2,4,Kostas,ZALTOS,SR,616.0,Minnesota,MINN,77.91m,255-7,77.91m,255-7,Finals,field,12,m,Men,Hammer,77.91,False,2.0,8.0
2,7,Texas,TANNER,JR,11.0,Air Force,AFA,75.83m,248-9,75.83m,248-9,Finals,field,12,m,Men,Hammer,75.83,False,3.0,6.0
2,2,Tarik,ROBINSON-O'HAGAN,JR,782.0,Ole Miss,MISS,75.72m,248-5,75.72m,248-5,Finals,field,12,m,Men,Hammer,75.72,False,4.0,5.0
1,6,Ryan,JOHNSON,SO,463.0,Iowa,IOWA,73.20m,240-2,73.20m,240-2,Finals,field,12,m,Men,Hammer,73.2,False,5.0,4.0
2,12,Daniel,REYNOLDS,SR,1233.0,Wyoming,WYO,72.97m,239-5,72.97m,239-5,Finals,field,12,m,Men,Hammer,72.97,False,6.0,3.0
2,1,Travis,MARTIN,SR,195.0,Cal Poly,POLY,70.80m,232-3,70.80m,232-3,Finals,field,12,m,Men,Hammer,70.8,False,7.0,2.0
1,5,Rory,DEVANEY,JR,194.0,Cal Poly,POLY,70.33m,230-9,70.33m,230-9,Finals,field,12,m,Men,Hammer,70.33,False,8.0,1.0
2,3,Christian,TORO,SO,271.0,Duke,DUKE,70.13m,230-1,70.13m,230-1,Finals,field,12,m,Men,Hammer,70.13,False,9.0,0.0
2,6,Jake,DALTON,SR,775.0,Ole Miss,MISS,69.72m,228-9,69.72m,228-9,Finals,field,12,m,Men,Hammer,69.72,False,10.0,0.0
2,9,Bryson,SMITH,JR,783.0,Ole Miss,MISS,69.12m,226-9,69.12m,226-9,Finals,field,12,m,Men,Hammer,69.12,False,11.0,0.0
1,1,Kyle,BROWN,SR,121.0,Auburn,AUB,68.76m,225-7,68.76m,225-7,Finals,field,12,m,Men,Hammer,68.76,False,12.0,0.0
1,2,Sean,MOCKLER,SR,442.0,Indiana,IU,68.63m,225-2,68.82m,225-9,Finals,field,12,m,Men,Hammer,68.63,False,13.0,0.0
1,3,Sean,SMITH,JR,469.0,Iowa,IOWA,68.25m,223-11,68.25m,223-11,Finals,field,12,m,Men,Hammer,68.25,False,14.0,0.0
2,11,Kyle,MOISON,SR,126.0,Auburn,AUB,68.20m,223-9,68.20m,223-9,Finals,field,12,m,Men,Hammer,68.2,False,15.0,0.0
2,5,Keyandre,DAVIS,JR,1183.0,Virginia,UVA,67.12m,220-2,67.12m,220-2,Finals,field,12,m,Men,Hammer,67.12,False,16.0,0.0
2,10,Igor,OLARU,FR,159.0,Baylor,BAY,67.08m,220-1,67.08m,220-1,Finals,field,12,m,Men,Hammer,67.08,False,17.0,0.0
1,7,Kellen,KIMES,SO,535.0,Liberty,LIB,66.87m,219-4,66.87m,219-4,Finals,field,12,m,Men,Hammer,66.87,False,18.0,0.0
1,12,Alex,KRISTELLER,SR,570.0,Manhattan,MANH,66.82m,219-3,66.90m,219-6,Finals,field,12,m,Men,Hammer,66.82,False,19.0,0.0
