Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Team_name,Seed,Col_10,multi_event_points,Col_12,Col_13,Col_14,Col_15,Col_16,Event_sex,Event_name,Seed_numeric,is_lower_better,Rank,score
2,1,Daniela,WAMOKPEGO,SO,457,Iowa,IOWA,13.67m,44-10&frac14;,13.67m,44-10&frac14;,Finals,field,62,f,Women,Triple Jump,13.67,False,6.0,3.0
2,8,Simone,JOHNSON,SR,880,San Jose St.,SJSU,13.63m,44-8&frac34;,13.63m,44-8&frac34;,Finals,field,62,f,Women,Triple Jump,13.63,False,7.0,1.5
2,3,Tamiah,WASHINGTON,SO,1066,Texas Tech,TTU,13.63m,44-8&frac34;,13.63m,44-8&frac34;,Finals,field,62,f,Women,Triple Jump,13.63,False,7.0,1.5
1,3,Ryann,PORTER,SR,799,Oregon,UO,13.55m,44-5&frac12;,13.55m,44-5&frac12;,Finals,field,62,f,Women,Triple Jump,13.55,False,9.0,0.0
2,12,Skylynn,TOWNSEND,FR,351,Georgia,UGA,13.50m,44-3&frac12;,13.50m,44-3&frac12;,Finals,field,62,f,Women,Triple Jump,13.5,False,10.0,0.0
1,10,Katharina,GRAMAN,SO,878,San Jose St.,SJSU,13.50m,44-3&frac12;,13.50m,44-3&frac12;,Finals,field,62,f,Women,Triple Jump,13.5,False,10.0,0.0
1,4,Ashley,MOORE,SR,764,Oklahoma,OU,13.48m,44-2&frac34;,13.48m,44-2&frac34;,Finals,field,62,f,Women,Triple Jump,13.48,False,12.0,0.0
1,11,Rachela,PACE,SR,1157,UTSA,UTSA,13.46m,44-2,13.46m,44-2,Finals,field,62,f,Women,Triple Jump,13.46,False,13.0,0.0
1,1,Shalom,OLOTU,SR,524,Kansas State,KSST,13.45m,44-1&frac12;,13.45m,44-1&frac12;,Finals,field,62,f,Women,Triple Jump,13.45,False,14.0,0.0
1,9,Georgina,SCOOT,JR,838,Princeton,PRIN,13.36m,43-10,13.36m,43-10,Finals,field,62,f,Women,Triple Jump,13.36,False,15.0,0.0
1,7,Christina,WARREN,SR,582,Miami (Fla.),MIAF,13.35m,43-9&frac34;,13.35m,43-9&frac34;,Finals,field,62,f,Women,Triple Jump,13.35,False,16.0,0.0
2,11,Asia,PHILLIPS,FR,308,Florida,UF,13.33m,43-8&frac34;,13.33m,43-8&frac34;,Finals,field,62,f,Women,Triple Jump,13.33,False,17.0,0.0
2,7,Machaeda,LINTON,JR,553,LSU,LSU,13.25m,43-5&frac34;,13.25m,43-5&frac34;,Finals,field,62,f,Women,Triple Jump,13.25,False,18.0,0.0
2,9,Olivia,DOWD,JR,643,N. Carolina A&T,NCAT,13.22m,43-4&frac12;,13.22m,43-4&frac12;,Finals,field,62,f,Women,Triple Jump,13.22,False,19.0,0.0
1,2,Jada,JOSEPH,SR,168,Brown,BRWN,13.15m,43-1&frac34;,13.15m,43-1&frac34;,Finals,field,62,f,Women,Triple Jump,13.15,False,20.0,0.0
2,5,Sophie,GALLOWAY,JR,497,Kentucky,UK,13.08m,42-11,13.08m,42-11,Finals,field,62,f,Women,Triple Jump,13.08,False,21.0,0.0
1,6,Cameran,GIST,FR,894,South Carolina,SCAR,13.07m,42-10&frac34;,13.07m,42-10&frac34;,Finals,field,62,f,Women,Triple Jump,13.07,False,22.0,0.0
1,5,Sharvari,PARULEKAR,JR,539,Louisville,LOU,13.02m,42-8&frac34;,13.46m,44-2,Finals,field,62,f,Women,Triple Jump,13.02,False,23.0,0.0
1,8,Kayla,PINKARD,JR,286,Florida State,FSU,13.01m,42-8&frac14;,13.01m,42-8&frac14;,Finals,field,62,f,Women,Triple Jump,13.01,False,24.0,0.0
